compound,date,negative,positive,source,text,tweets ago
-0.6705,Wed Dec 13 13:29:06 +0000 2017,0.335,0.16,@nytimesworld,The Committee to Protect Journalists cited Trump's attacks on 'fake news' as reinforcing repression by strongmen wo… https://t.co/XyS1zFOB4U,41
0.7269,Wed Dec 13 13:11:03 +0000 2017,0.0,0.433,@nytimesworld,Google has unveiled a China-based center dedicated to artificial intelligence https://t.co/Zom7NqJtA6,42
0.128,Wed Dec 13 13:03:04 +0000 2017,0.085,0.106,@nytimesworld,RT @KeithBradsher China tried to move too fast from coal to natural gas. One unlikely result: a shortage in China o… https://t.co/ECFB7Xv4eg,43
-0.802,Wed Dec 13 13:00:14 +0000 2017,0.313,0.0,@nytimesworld,The cells of a prison in Catalonia tell that story of conflict that started long before the current battle over sec… https://t.co/kaWqb7VVt9,44
0.4019,Wed Dec 13 12:50:08 +0000 2017,0.0,0.144,@nytimesworld,"Belgium's streetlights, clearly visible from space, could explain why electricity in the country costs so much https://t.co/wVkwO8ABij",45
-0.5859,Wed Dec 13 12:40:05 +0000 2017,0.284,0.123,@nytimesworld,"Martial law is needed to fight “the communist terrorists and their coddlers, supporters and financiers,” a spokesma… https://t.co/TQ9FZ2u3zV",46
0.0,Wed Dec 13 12:22:05 +0000 2017,0.0,0.0,@nytimesworld,"Progressive groups say India needs more condom advertising, not less https://t.co/lYNl6dk4Xf",47
-0.6662,Wed Dec 13 12:04:06 +0000 2017,0.23,0.065,@nytimesworld,"Trump isn't alone in his use of the phrase ""fake news."" Rodrigo Duterte of the Phillpines has blamed “fake news” fo… https://t.co/dAv42pHg2E",48
0.25,Wed Dec 13 11:40:14 +0000 2017,0.0,0.111,@nytimesworld,She had a 10% chance of survival. Now a British infant has her heart in the right place. https://t.co/WoRtPuaKPs,49
-0.802,Wed Dec 13 11:40:12 +0000 2017,0.313,0.0,@nytimesworld,The cells of a prison in Catalonia tell that story of conflict that started long before the current battle over sec… https://t.co/fbscEcgkVu,50
-0.4588,Wed Dec 13 11:20:05 +0000 2017,0.158,0.0,@nytimesworld,"Arguing for continued martial law in the southern Philippines, President Duterte said Islamist militants had steppe… https://t.co/hEv3cB6eEP",51
0.0,Wed Dec 13 11:02:07 +0000 2017,0.0,0.0,@nytimesworld,More than 50 heads of state and government gather for climate summit meeting in France https://t.co/eGfqRMXeup,52
-0.4939,Wed Dec 13 10:40:04 +0000 2017,0.144,0.0,@nytimesworld,"“I was in constant fear that I would be next, even though I used condoms,"" says a Brazilian man who participated in… https://t.co/iE6ZxUifbB",53
-0.25,Wed Dec 13 10:20:07 +0000 2017,0.091,0.0,@nytimesworld,"“ ‘Fake news,’ either as a statement of fact or as an accusation, has been inescapable this year,” said the head of… https://t.co/TMDAu6AbAN",54
-0.3612,Wed Dec 13 10:04:07 +0000 2017,0.116,0.0,@nytimesworld,"Since the first severed foot was discovered in August 2007, the cases have caught the attention and imagination of… https://t.co/WNrbGSLL3Q",55
-0.4588,Wed Dec 13 09:45:05 +0000 2017,0.15,0.0,@nytimesworld,More than half of the journalists in jail worlwide as of Dec. 1 are imprisoned in three countries https://t.co/Je6rqG1s0V,56
-0.2023,Wed Dec 13 09:30:04 +0000 2017,0.079,0.0,@nytimesworld,"The battle for the Philippine city of Marawi is over, but martial law in the surrounding region is being extended f… https://t.co/IlR1quildV",57
0.0,Wed Dec 13 09:15:10 +0000 2017,0.0,0.0,@nytimesworld,"Morning Briefing, Europe edition: Here's what you need to know to start your day 
https://t.co/abD2j8UBZ4",58
0.6808,Wed Dec 13 08:58:03 +0000 2017,0.0,0.219,@nytimesworld,"It began with smiles and holding hands in the White House, but their ""special relationship"" is now being put to the… https://t.co/Tbl3zhvToG",59
0.0772,Wed Dec 13 08:45:06 +0000 2017,0.0,0.085,@nytimesworld,The law prevents convicted pedophiles from leaving Australia without permission from law enforcement agencies https://t.co/h95nJho37e,60
-0.0164,Wed Dec 13 08:32:05 +0000 2017,0.126,0.168,@nytimesworld,"Emmanuel Macron urges heads of state, chief executives and investors to commit more funding to fight global warming https://t.co/6z6wekyrYU",61
-0.3818,Wed Dec 13 08:15:12 +0000 2017,0.224,0.0,@nytimesworld,Oscar Pistorius was bruised in a fight with a fellow inmate https://t.co/cnCkCtQQyd,62
0.3804,Wed Dec 13 08:02:05 +0000 2017,0.0,0.11,@nytimesworld,"Though the term “fake news” has been around at least since the 1890s, Donald Trump is most responsible for making i… https://t.co/qKoTE8iCvy",63
0.0,Wed Dec 13 07:45:07 +0000 2017,0.0,0.0,@nytimesworld,"They've been called the ""low-end population."" Migrants who toil in Beijing are being evicted and their homes razed. https://t.co/keHVvk8PAT",64
-0.5106,Wed Dec 13 07:31:10 +0000 2017,0.18,0.0,@nytimesworld,"RT @RaphaelMinder In Barcelona’s Modelo prison, Catalans find evidence of century-old social and political upheaval… https://t.co/sgnEFKaLlZ",65
0.5267,Wed Dec 13 07:10:07 +0000 2017,0.0,0.227,@nytimesworld,Belgium’s blazing streetlights have prompted questions about the ties between the state and a huge energy company https://t.co/BddrnViTvz,66
0.0,Wed Dec 13 07:07:03 +0000 2017,0.0,0.0,@nytimesworld,"Morning Briefing, Europe edition: Here's what you need to know to start your day 
https://t.co/F8z7F3OOVK",67
0.0,Wed Dec 13 06:48:56 +0000 2017,0.0,0.0,@nytimesworld,The law is meant to keep Australian pedophiles out of Southeast Asian sex tourism markets https://t.co/y0zcrGKc6Y,68
0.0,Wed Dec 13 06:35:05 +0000 2017,0.0,0.0,@nytimesworld,"A Turkish police officer, carrying what he called evidence of high-level corruption, fled Turkey on a false passpor… https://t.co/C3PUGJWzLh",69
-0.3612,Wed Dec 13 06:17:04 +0000 2017,0.111,0.0,@nytimesworld,Sri Lanka gives China control of a port: “The price being paid for reducing the China debt could prove more costly… https://t.co/A97W8eOuNE,70
0.0,Wed Dec 13 06:06:04 +0000 2017,0.0,0.0,@nytimesworld,"Morning Briefing, Europe edition: Here's what you need to know to start your day 
https://t.co/Y6jbQBpsOT",71
-0.4215,Wed Dec 13 06:03:07 +0000 2017,0.149,0.0,@nytimesworld,China is planning refugee camps for the North Koreans it fears may soon flood its border https://t.co/Ed8DINZuTE,72
-0.6705,Wed Dec 13 05:53:36 +0000 2017,0.335,0.16,@nytimesworld,The Committee to Protect Journalists cited Trump's attacks on 'fake news' as reinforcing repression by strongmen wo… https://t.co/SzC14717Sz,73
-0.2263,Wed Dec 13 05:30:09 +0000 2017,0.106,0.0,@nytimesworld,Many Afghan opposition groups question their government's will to hold elections already delayed by two years https://t.co/MpGVKXIHou,74
0.4019,Wed Dec 13 05:15:06 +0000 2017,0.0,0.144,@nytimesworld,"Belgium's streetlights, clearly visible from space, could explain why electricity in the country costs so much https://t.co/q5egJz0EzW",75
0.4215,Wed Dec 13 05:02:06 +0000 2017,0.0,0.128,@nytimesworld,"“It’s really something that the men are pinning all their hopes on,” one refugee advocate said about the U.S.-Austr… https://t.co/XYPeVt3Q3k",76
0.1967,Wed Dec 13 04:47:30 +0000 2017,0.0,0.078,@nytimesworld,"Trump didn't invent ""fake news,"" but he has helped make the term go viral, turning it from a description to an epit… https://t.co/d16NbmEbqL",77
-0.3182,Wed Dec 13 04:31:04 +0000 2017,0.15,0.0,@nytimesworld,"Calling condom commercials “indecent” viewing for children, India restricts them to late-night TV https://t.co/zWbYhZbFFl",78
-0.4588,Wed Dec 13 04:15:08 +0000 2017,0.143,0.0,@nytimesworld,"A Chinese artist documented the mass expulsion of migrants from Beijing. Now, he's been forced to flee the city. https://t.co/rb0sRh4uKE",79
0.0,Wed Dec 13 04:01:06 +0000 2017,0.0,0.0,@nytimesworld,"A Turkish police officer, carrying what he called evidence of high-level corruption, fled Turkey on a false passpor… https://t.co/0cd8sMwoWz",80
-0.6808,Wed Dec 13 03:32:04 +0000 2017,0.337,0.0,@nytimesworld,Catalonia’s New Conflict Echoes in the Halls of an Old Prison https://t.co/1pe88qYxJh https://t.co/nOgpXZdMjd,81
0.0,Wed Dec 13 03:03:02 +0000 2017,0.0,0.0,@nytimesworld,Brazil has long been recognized for its crusading response to the H.I.V. epidemic. https://t.co/g9At6n7Opo,82
-0.4404,Wed Dec 13 02:32:03 +0000 2017,0.225,0.0,@nytimesworld,Sweden’s prime minister condemned anti-Semitic outbursts in two Swedish cities https://t.co/3eIYJroz8r,83
0.0772,Wed Dec 13 02:03:03 +0000 2017,0.127,0.18,@nytimesworld,"""Fake news"" is the ""word of the year,"" thanks to Donald Trump. Autocrats, populists and strongmen around the world… https://t.co/5Gr41YW7QU",84
-0.4019,Wed Dec 13 01:31:14 +0000 2017,0.219,0.105,@nytimesworld,"“We are losing the battle”: At major climate summit meeting, Emmanuel Macron urges greater funding to fight global… https://t.co/VHZpfsS9Lk",85
-0.4939,Tue Dec 12 23:02:07 +0000 2017,0.233,0.1,@nytimesworld,Critics of Sri Lanka’s government say it is threatening the country’s sovereignty by giving China control of a port https://t.co/L58Tzh9f9o,86
0.0,Tue Dec 12 22:48:04 +0000 2017,0.0,0.0,@nytimesworld,Talk of Trump Visit Tests U.K.’s ‘Special Relationship’ https://t.co/dUWbXf8B6x https://t.co/LBWatcHPk0,87
0.0,Tue Dec 12 22:36:05 +0000 2017,0.0,0.0,@nytimesworld,Brazil has long been recognized for its crusading response to the H.I.V. epidemic. https://t.co/OZmNTmFPoV,88
-0.6808,Tue Dec 12 22:17:06 +0000 2017,0.337,0.0,@nytimesworld,Catalonia’s New Conflict Echoes in the Halls of an Old Prison https://t.co/La8IZWlc56 https://t.co/Ayefe2Yef5,89
0.128,Tue Dec 12 21:47:03 +0000 2017,0.114,0.139,@nytimesworld,A lack of progress on long-promised elections is propelling the Afghan leader toward a clash with opposition groups https://t.co/6x0piqXpIh,90
0.0,Tue Dec 12 21:32:03 +0000 2017,0.0,0.0,@nytimesworld,"A Turkish police officer, carrying what he called evidence of high-level corruption, fled Turkey on a false passpor… https://t.co/hTLiWwte8U",91
-0.3182,Tue Dec 12 21:12:03 +0000 2017,0.126,0.0,@nytimesworld,The steamy ads featuring a former porn star were apparently the last straw: India restricts condom commercials https://t.co/6e83lVTj4n,92
-0.6705,Tue Dec 12 21:03:06 +0000 2017,0.298,0.106,@nytimesworld,"Enormous explosion at natural gas hub in Baumgarten, Austria, leaves one dead and 18 others injured https://t.co/0LZX9b2vTX",93
0.0,Tue Dec 12 20:51:06 +0000 2017,0.0,0.0,@nytimesworld,"Highlighting new Russian alliances in the Mideast, Vladimir Putin makes a whirlwind trip to Syria, Egypt and Turkey… https://t.co/N3ytWVoUM9",94
0.0,Tue Dec 12 20:42:02 +0000 2017,0.0,0.0,@nytimesworld,Why is China planning refugee camps for North Koreans? https://t.co/LNDExrKW80,95
0.0,Tue Dec 12 20:33:04 +0000 2017,0.0,0.0,@nytimesworld,Brazil has seen a sharp spike in H.I.V. cases among young men. https://t.co/lKn1NZb0hA,96
0.4215,Tue Dec 12 20:22:08 +0000 2017,0.0,0.128,@nytimesworld,"“It’s really something that the men are pinning all their hopes on,” one refugee advocate said about the U.S.-Austr… https://t.co/LOVnTNm3aI",97
-0.3182,Tue Dec 12 20:11:05 +0000 2017,0.15,0.0,@nytimesworld,"Calling condom commercials “indecent” viewing for children, India restricts them to late-night TV https://t.co/Z5CxyKaQLk",98
-0.6808,Tue Dec 12 20:03:05 +0000 2017,0.337,0.0,@nytimesworld,Catalonia’s New Conflict Echoes in the Halls of an Old Prison https://t.co/iGeEurAc5o https://t.co/fgDjFWW9p9,99
-0.2263,Tue Dec 12 19:51:07 +0000 2017,0.106,0.0,@nytimesworld,Many Afghan opposition groups question their government's will to hold elections already delayed by two years https://t.co/UyBDLbDIMj,100
-0.0572,Thu Dec 14 02:03:11 +0000 2017,0.058,0.0,@CNN,"Bernie Sanders on the tax bill push: ""They are moving this at lightning speed because they don't want the American… https://t.co/T2RgouM7dN",1
-0.4137,Thu Dec 14 01:45:36 +0000 2017,0.127,0.0,@CNN,"Bernie Sanders on Donald Trump: ""Do I think the President should resign? I do. Do I think he will? I don't. But yes… https://t.co/R8sDkiXqQR",2
0.0,Thu Dec 14 01:35:17 +0000 2017,0.0,0.0,@CNN,"""Everybody knows exactly what he meant"": Bernie Sanders describes President Trump's tweet about Sen. Gillibrand as… https://t.co/XCO5WZD1OC",3
0.8176,Thu Dec 14 01:28:57 +0000 2017,0.0,0.283,@CNN,"Bernie Sanders on Doug Jones' win: “Against all of the odds, Jones won because there was a very, very large turnout… https://t.co/Lj1hptFUA3",4
0.0,Thu Dec 14 01:24:42 +0000 2017,0.0,0.0,@CNN,CNN's Anderson Cooper looks at President Trump's response to the Alabama Senate race https://t.co/lmjs1Tie15 https://t.co/m7k8u6h27f,5
-0.34,Thu Dec 14 01:12:46 +0000 2017,0.146,0.0,@CNN,RT @OutFrontCNN: Democrat Rep. Jerrold Nadler: GOP trying to lay groundwork to fire Mueller https://t.co/YedhWTiZ32,6
-0.765,Thu Dec 14 01:07:07 +0000 2017,0.337,0.0,@CNN,"PBS has suspended distribution of Tavis Smiley's show amid ""troubling allegations"" against the host… https://t.co/qOkGAhzEar",7
-0.5719,Thu Dec 14 01:04:42 +0000 2017,0.203,0.072,@CNN,Exclusive: A former senior aide to Rep. Blake Farenthold describes new details of the congressman’s abusive behavio… https://t.co/11k7f99RcR,8
-0.4767,Thu Dec 14 01:04:08 +0000 2017,0.14,0.0,@CNN,"The Senate race that unfolded might be a political case study in Murphy's Law: whatever could go wrong, did.

This… https://t.co/ws1Z54G8Og",9
0.4404,Thu Dec 14 00:57:04 +0000 2017,0.0,0.127,@CNN,"The US will provide Lebanon with a military aid package valued at over $120 million, the US ambassador to Lebanon a… https://t.co/LFWK7QfaDO",10
-0.193,Thu Dec 14 00:50:22 +0000 2017,0.197,0.174,@CNN,"RT @CNNSitRoom: Joe Manchin on Robert Mueller: “I would hope to think he’s safe, if not, then pardon the expression, all hell would break l…",11
-0.5423,Thu Dec 14 00:42:53 +0000 2017,0.189,0.0,@CNN,A small group of House Democrats have formed an informal task force on sexual harassment https://t.co/HIUI2iC7XF https://t.co/1ykVQJR5q7,12
0.296,Thu Dec 14 00:41:53 +0000 2017,0.0,0.084,@CNN,RT @cnnireport: The Geminid meteor shower is peaking tonight between 7:30 p.m. and 4 a.m. local time. See the show in the sky? Share your i…,13
0.3818,Thu Dec 14 00:38:24 +0000 2017,0.0,0.167,@CNN,"Democrats want Sen.-elect Doug Jones to be seated before the tax vote. In 2010, Donald Trump supported letting newl… https://t.co/XtC2ZSFPGL",14
-0.5719,Thu Dec 14 00:15:13 +0000 2017,0.203,0.072,@CNN,Exclusive: A former senior aide to Rep. Blake Farenthold describes new details of the congressman’s abusive behavio… https://t.co/yZFOZRe7Hc,15
-0.3612,Thu Dec 14 00:06:48 +0000 2017,0.166,0.051,@CNN,"British Prime Minister Theresa May has lost a key vote on the EU Withdrawal bill, her first serious parliamentary B… https://t.co/ObvOzOazNv",16
0.0,Wed Dec 13 23:59:31 +0000 2017,0.0,0.0,@CNN,"John McCain calls out Trump for his anti-media remarks, saying the President ""must understand his harmful rhetoric… https://t.co/beIB1lI3vY",17
-0.5574,Wed Dec 13 23:50:11 +0000 2017,0.175,0.0,@CNN,Recent anti-Muslim rhetoric from President Trump and administration policies such as the travel ban are making coun… https://t.co/2tucTlXUbW,18
-0.2732,Wed Dec 13 23:45:12 +0000 2017,0.123,0.0,@CNN,"Why President Trump's ""giant tax cut"" for the middle class is less than advertised https://t.co/q22lZbJhF9 https://t.co/rB51UwElp9",19
0.709,Wed Dec 13 23:37:05 +0000 2017,0.0,0.219,@CNN,"Sen. Joe Manchin on the tax bill push: ""We don't have a crisis on our hands. The market's stronger than ever. ... W… https://t.co/U0V4myXbmP",20
-0.5423,Wed Dec 13 23:33:42 +0000 2017,0.163,0.0,@CNN,Salma Hayek is breaking her silence about Harvey Weinstein in a New York Times op-ed detailing sexual harassment an… https://t.co/V5ieU0eZG2,21
0.0,Wed Dec 13 23:33:17 +0000 2017,0.0,0.0,@CNN,"Sen. Joe Manchin on the tax bill: There were 15 Democrats who wanted to be a part of this, but ""it was designed not… https://t.co/WcIj1ltx1V",22
0.5859,Wed Dec 13 23:23:07 +0000 2017,0.0,0.142,@CNN,"Sen. Joe Manchin on the Doug Jones win: ""I just told Doug to be an Alabama Democrat. You don't have to be a Washing… https://t.co/fdjdjEiJB6",23
0.0,Wed Dec 13 23:20:18 +0000 2017,0.168,0.117,@CNN,A House Democrat stunned lawmakers when she suggested female lawmakers were inviting unwanted advances because of t… https://t.co/z8aQkuCSDs,24
0.5859,Wed Dec 13 23:19:38 +0000 2017,0.0,0.142,@CNN,"Sen. Joe Manchin on the Doug Jones win: ""This speaks volumes for what we call the radical middle -- those of us sti… https://t.co/Gumvfr3KLm",25
0.0772,Wed Dec 13 23:14:44 +0000 2017,0.074,0.084,@CNN,RT @CNNSitRoom: Tillerson says US is ready to sit down and talk to North Korea with no preconditions: “Can we at least sit down and see eac…,26
0.4588,Wed Dec 13 23:13:12 +0000 2017,0.0,0.143,@CNN,The Federal Reserve has raised interest rates one notch higher as the US economy continues to get healthier… https://t.co/PeCufbiRVs,27
-0.296,Wed Dec 13 23:05:59 +0000 2017,0.145,0.0,@CNN,The New York bombing suspect made his first court appearance from a hospital bed https://t.co/SyD7dhcDAL,28
0.1761,Wed Dec 13 22:58:59 +0000 2017,0.0,0.086,@CNN,"The Federal Reserve chair isn't buying into the hype of Bitcoin's wild rally, calling it a ""highly speculative asse… https://t.co/4APUVYJKl1",29
0.0,Wed Dec 13 22:52:11 +0000 2017,0.0,0.0,@CNN,President Donald Trump invited Democratic Senator-elect Doug Jones to the White House in a congratulatory phone cal… https://t.co/RSkPDp1VjE,30
0.1877,Wed Dec 13 22:45:39 +0000 2017,0.0,0.084,@CNN,"Former House Speaker Dennis Hastert can't be alone with children, a judge has ruled in a hush money case related to… https://t.co/AO7uzQ7GM1",31
0.0,Wed Dec 13 22:39:37 +0000 2017,0.0,0.0,@CNN,These films are among the 25 additions this year to the National Film Registry of the US Library of Congress… https://t.co/62VGKxlmmj,32
0.4019,Wed Dec 13 22:33:16 +0000 2017,0.0,0.144,@CNN,"First lady Melania Trump delivers a holiday message while visiting with military families: Christmas is ""not about… https://t.co/hSHROC3oKY",33
-0.2023,Wed Dec 13 22:26:38 +0000 2017,0.096,0.0,@CNN,The Republican-led FCC is scheduled to vote Thursday on a controversial plan to repeal Obama-era net neutrality pro… https://t.co/PxZVY6U9TD,34
0.0,Wed Dec 13 22:12:40 +0000 2017,0.0,0.0,@CNN,"""Mannequin Skywalker"" makes a test flight into space on a Blue Origin rocket https://t.co/BkViqqvqcD https://t.co/6j12CYotsX",35
0.25,Wed Dec 13 22:06:01 +0000 2017,0.0,0.105,@CNN,"The Navajo Nation has sued Wells Fargo, claiming the bank targeted tribal members with ""predatory sales tactics""… https://t.co/lSF9x98E9h",36
0.0,Wed Dec 13 21:51:19 +0000 2017,0.0,0.0,@CNN,RT @CNNPolitics: Black voters turned out for Doug Jones https://t.co/WtNWgL0FuU https://t.co/4wVNHuC1W8,37
-0.2732,Wed Dec 13 21:46:05 +0000 2017,0.12,0.067,@CNN,"Sen.-elect Doug Jones: I think we've reached a ""tipping point"" in the US; Going forward, this country has a debt th… https://t.co/df7652eSwI",38
0.743,Wed Dec 13 21:30:54 +0000 2017,0.0,0.283,@CNN,Sen.-elect Doug Jones says he received a “very gracious call” from President Trump after his special election win:… https://t.co/4Tf2b4J7Fl,39
0.4019,Wed Dec 13 21:28:51 +0000 2017,0.0,0.114,@CNN,"Doug Jones says he has not spoken with Roy Moore after Tuesday’s special election; ""I'm going to let him make that… https://t.co/j36OXKDE4a",40
0.0,Wed Dec 13 21:20:15 +0000 2017,0.0,0.0,@CNN,Alabama Sen.-elect Doug Jones says he received congratulatory calls from congressional leaders and President Trump… https://t.co/K22ZMWCW5Y,41
0.368,Wed Dec 13 21:15:56 +0000 2017,0.055,0.116,@CNN,"""This is the hard part, bear with me OK? I couldn't get through your book, I tried. Your son Beau had the same canc… https://t.co/TLX0JpzrxY",42
0.0,Wed Dec 13 21:09:50 +0000 2017,0.0,0.0,@CNN,Democrat Doug Jones speaks after his victory over Republican Roy Moore in Alabama's Senate election. Watch live on… https://t.co/DJxK6vtELa,43
-0.3612,Wed Dec 13 21:09:21 +0000 2017,0.128,0.0,@CNN,"President Trump, eyeing his first major legislative victory, made his closing argument on a tax package that negoti… https://t.co/exeV4F6rwr",44
0.4019,Wed Dec 13 20:52:21 +0000 2017,0.0,0.119,@CNN,These charts help to explain how Alabama elected a Democrat to the US Senate for the first time in 25 years… https://t.co/zpIs6Xo2Gv,45
-0.6597,Wed Dec 13 20:39:53 +0000 2017,0.286,0.0,@CNN,Joe Biden consoles Meghan McCain on her father's cancer diagnosis https://t.co/nhSVoNwYnw https://t.co/mvONYbpHxA,46
0.0772,Wed Dec 13 20:20:22 +0000 2017,0.0,0.106,@CNN,26-year-olds face challenges as they fall off parents' health insurance https://t.co/N2KYa6c3ZO https://t.co/gKkYEu8dD8,47
-0.4019,Wed Dec 13 20:12:06 +0000 2017,0.16,0.097,@CNN,"The identities of more than one million Americans, both dead and alive, may have been used to hijack the FCC's publ… https://t.co/sm9SLWdeIp",48
0.1027,Wed Dec 13 20:11:27 +0000 2017,0.0,0.062,@CNN,RT @CNNPolitics: President Trump makes his final tax pitch following news that House and Senate negotiators reached a deal on the tax bill…,49
0.0,Wed Dec 13 20:10:10 +0000 2017,0.0,0.0,@CNN,"Charles Barkley on Doug Jones' victory in Alabama: This is ""a wake-up call for Democrats... ""It's time for them to… https://t.co/CocUlf3Nww",50
0.0,Wed Dec 13 20:05:25 +0000 2017,0.0,0.0,@CNN,President Trump is speaking from the White House. Watch CNN: https://t.co/UYpqI3w42L https://t.co/GUzMovQfRW,51
-0.5106,Wed Dec 13 20:00:12 +0000 2017,0.216,0.0,@CNN,8 numbers out of Alabama that should terrify Republicans | Analysis by @CillizzaCNN https://t.co/MIqVbGblxr https://t.co/QQ0YqgHJHY,52
0.3612,Wed Dec 13 19:50:51 +0000 2017,0.0,0.106,@CNN,"Rep. Peter King on Steve Bannon: ""This guy does not belong on the national stage. He looks like some disheveled dru… https://t.co/91rZYecTp7",53
0.4019,Wed Dec 13 19:40:11 +0000 2017,0.153,0.22,@CNN,Credit card debt is on the rise. American households now pay an average of $904 a year in interest alone.… https://t.co/aDNTm5payM,54
-0.2782,Wed Dec 13 19:30:07 +0000 2017,0.092,0.0,@CNN,Climate change is partly to blame for the record rainfall that fell over Texas and Louisiana in the days after Hurr… https://t.co/cilBdinyRw,55
0.0,Wed Dec 13 19:20:10 +0000 2017,0.0,0.0,@CNN,Use this calculator and see how the tax bill will affect your paycheck https://t.co/JG9nvcZXxG https://t.co/RCbfuWTlL8,56
0.128,Wed Dec 13 19:11:04 +0000 2017,0.11,0.131,@CNN,"President Trump's approval rating sits at 32%, according to a new poll.

This matches the lowest level in any poll… https://t.co/1p6wnZqYIM",57
0.5719,Wed Dec 13 19:00:39 +0000 2017,0.0,0.27,@CNN,These charts explain how Doug Jones won in Alabama https://t.co/DnFteCy2oF https://t.co/0eLG0nJdJK,58
0.0,Wed Dec 13 18:50:10 +0000 2017,0.0,0.0,@CNN,"""This is an earthquake"": Inside the White House after Alabama's stunner https://t.co/b2w7unrXNl https://t.co/gmiOIpIuRf",59
-0.3818,Wed Dec 13 18:49:38 +0000 2017,0.236,0.134,@CNN,"Sen. Cory Booker praises Doug Jones' victory: ""This is the state of Alabama rejecting tribalism and rejecting hatre… https://t.co/NheGUZxhRB",60
0.0,Wed Dec 13 18:44:26 +0000 2017,0.0,0.0,@CNN,"RT @CNNnewsroom: Sen. Cory Booker: Tabling the tax vote until Alabama Sen. Doug Jones is sworn in ""is the right thing to do"" https://t.co/I…",61
0.0,Wed Dec 13 18:40:08 +0000 2017,0.0,0.0,@CNN,Muslim leaders call for recognition of East Jerusalem as Palestinian capital https://t.co/J7DHKPJH5h https://t.co/UGjmrmallS,62
0.0,Wed Dec 13 18:30:12 +0000 2017,0.0,0.0,@CNN,Minnesota Lt. Gov. Tina Smith has been selected to replace Al Franken in the Senate https://t.co/KUjPNgZWTX https://t.co/v8wULY1Pii,63
0.0,Wed Dec 13 18:20:15 +0000 2017,0.0,0.0,@CNN,"A homeless man stole more than $350,000 from an unlocked room in Paris' Charles de Gaulle Airport on Friday, accord… https://t.co/J0th8hnZc5",64
0.0,Wed Dec 13 18:10:10 +0000 2017,0.0,0.0,@CNN,The 7 most revealing findings in the Alabama exit polls https://t.co/mdFDdFf24E https://t.co/wjrAdyX7Ms,65
0.0,Wed Dec 13 18:06:49 +0000 2017,0.0,0.0,@CNN,"RT @CNNPolitics: President Trump on the GOP tax plan: “We are very, very close to a historic legislative victory” https://t.co/5mO1JcKYYl h…",66
-0.25,Wed Dec 13 18:00:18 +0000 2017,0.143,0.0,@CNN,House and Senate Republicans have struck a tentative deal on a tax bill https://t.co/WBMHAukC1J https://t.co/0xamOhLtCd,67
0.1531,Wed Dec 13 17:50:08 +0000 2017,0.0,0.074,@CNN,An Airbus plane mapped out an intricate Christmas tree -- with ornaments -- and it was spotted on flight radar… https://t.co/Wpj40Ue6K6,68
0.0772,Wed Dec 13 17:40:05 +0000 2017,0.096,0.109,@CNN,Much of the attention in Alabama was focused on Roy Moore's conservative Christian base. But he lost in large part… https://t.co/TP3DnFYuAB,69
-0.91,Wed Dec 13 17:29:06 +0000 2017,0.365,0.0,@CNN,"""A president who would all but call Sen. Kirsten Gillibrand a whore is not fit to clean the toilets in the Barack O… https://t.co/VJ9drPDUb8",70
0.0,Wed Dec 13 17:20:15 +0000 2017,0.0,0.0,@CNN,"Charles Barkley on Doug Jones' victory in Alabama: This is ""a wake-up call for Democrats... ""It's time for them to… https://t.co/d22PRHyX4q",71
0.0,Wed Dec 13 17:09:08 +0000 2017,0.0,0.0,@CNN,"Trump on the Alabama election: ""I was right! ... the deck was stacked"" against Roy Moore https://t.co/cExa2auJwZ https://t.co/KgZyMUwR5N",72
0.296,Wed Dec 13 16:58:23 +0000 2017,0.071,0.127,@CNN,"Black voters in Alabama -- particularly black women -- voted overwhelmingly in favor of Democrat Doug Jones, accord… https://t.co/fO4YDMxRjF",73
0.5106,Wed Dec 13 16:45:38 +0000 2017,0.0,0.148,@CNN,A baby born with her heart outside her body has survived three surgeries to insert it back into her chest… https://t.co/HlE3P9fzDp,74
0.0,Wed Dec 13 16:35:32 +0000 2017,0.0,0.0,@CNN,"RT @CNNPolitics: Rep. Steve Cohen: ""Has President Trump ever communicated with you about removing Robert Mueller?""

Rosenstein: ""I am not g…",75
0.4939,Wed Dec 13 16:35:22 +0000 2017,0.092,0.215,@CNN,"RT @CNNPolitics: Ranking member of the House Judiciary Committee Jerry Nadler: ""Have you seen good cause to fire Special Counsel Mueller?""…",76
-0.7906,Wed Dec 13 16:21:32 +0000 2017,0.259,0.0,@CNN,"Alabama Rep. Mo Brooks reveals on the House floor that he has prostate cancer: ""Losing the Senate race may have sav… https://t.co/HxxkCbIRfX",77
0.4019,Wed Dec 13 16:10:04 +0000 2017,0.0,0.124,@CNN,Prince Harry and Meghan Markle will spend their first Christmas as an engaged couple with Queen Elizabeth and other… https://t.co/AiAkseSNfP,78
0.3947,Wed Dec 13 16:00:07 +0000 2017,0.0,0.16,@CNN,The Senate is now very much in play in 2018 | Analysis by @CillizzaCNN https://t.co/2DTiilNpfV https://t.co/agZg0QUcoD,79
-0.3818,Wed Dec 13 15:50:13 +0000 2017,0.206,0.0,@CNN,5 takeaways from Doug Jones' massive upset victory in Alabama https://t.co/nmIZz5S9X7 https://t.co/CMaekRdhmM,80
